dataset	signature	seed	ambient_gcn_f1-micro	ambient_mlp_f1-micro	ambient_mlr_f1-micro	kappa_gcn_f1-micro	kappa_mlp_f1-micro	kappa_mlr_f1-micro	knn_f1-micro	product_dt_f1-micro	product_rf_f1-micro	ps_perceptron_f1-micro	single_manifold_rf_f1-micro	sklearn_dt_f1-micro	sklearn_rf_f1-micro	tangent_dt_f1-micro	tangent_gcn_f1-micro	tangent_mlp_f1-micro	tangent_mlr_f1-micro	tangent_rf_f1-micro	ambient_gcn_f1-macro	ambient_mlp_f1-macro	ambient_mlr_f1-macro	kappa_gcn_f1-macro	kappa_mlp_f1-macro	kappa_mlr_f1-macro	knn_f1-macro	product_dt_f1-macro	product_rf_f1-macro	ps_perceptron_f1-macro	single_manifold_rf_f1-macro	sklearn_dt_f1-macro	sklearn_rf_f1-macro	tangent_dt_f1-macro	tangent_gcn_f1-macro	tangent_mlp_f1-macro	tangent_mlr_f1-macro	tangent_rf_f1-macro	ambient_gcn_accuracy	ambient_mlp_accuracy	ambient_mlr_accuracy	kappa_gcn_accuracy	kappa_mlp_accuracy	kappa_mlr_accuracy	knn_accuracy	product_dt_accuracy	product_rf_accuracy	ps_perceptron_accuracy	single_manifold_rf_accuracy	sklearn_dt_accuracy	sklearn_rf_accuracy	tangent_dt_accuracy	tangent_gcn_accuracy	tangent_mlp_accuracy	tangent_mlr_accuracy	tangent_rf_accuracy	ambient_gcn_time	ambient_mlp_time	ambient_mlr_time	kappa_gcn_time	kappa_mlp_time	kappa_mlr_time	knn_time	product_dt_time	product_rf_time	ps_perceptron_time	single_manifold_rf_time	sklearn_dt_time	sklearn_rf_time	tangent_dt_time	tangent_gcn_time	tangent_mlp_time	tangent_mlr_time	tangent_rf_time
product_gaussian	HS	7	0.205	0.32	0.32	0.16	0.16	0.255	0.365	0.4	0.515	0.195	0.295	0.37	0.39	0.36	0.335	0.345	0.345	0.4	0.08373317339730774	0.2678477212353263	0.26922677395862776	0.034482758620689655	0.034482758620689655	0.1737870098084811	0.2924344850345154	0.3176345645095645	0.4197313861686264	0.07360390021527162	0.25666605958073957	0.30628767364619713	0.2982354288856305	0.30160947694832296	0.19277197271783528	0.26333874458874457	0.26333874458874457	0.3238033659047014	0.205	0.32	0.32	0.16	0.16	0.255	0.365	0.4	0.515	0.195	0.295	0.37	0.39	0.36	0.335	0.345	0.345	0.4	52.43707275390625	41.20355725288391	18.677863836288452	103.31475377082825	102.62411069869995	47.651509523391724	0.0035529136657714844	0.09261465072631836	1.0015954971313477	0.037110090255737305	18.684211254119873	0.0027272701263427734	0.03284716606140137	0.0019500255584716797	52.88457417488098	41.842742681503296	18.795623779296875	0.033952951431274414
product_gaussian	HS	8	0.065	0.28	0.285	0.21	0.21	0.21	0.33	0.375	0.435	0.175	0.275	0.345	0.38	0.38	0.23	0.265	0.265	0.43	0.03284032040398764	0.20470473683753765	0.2107044789749899	0.04338842975206612	0.04338842975206612	0.04338842975206612	0.2792435189258039	0.31723786193465825	0.4058808498146733	0.10505967826526297	0.23313032999629218	0.2706627234258952	0.3150105909824658	0.3211021560406806	0.1496292372881356	0.19281493417050333	0.19281493417050333	0.3548091225143914	0.065	0.28	0.285	0.21	0.21	0.21	0.33	0.375	0.435	0.175	0.275	0.345	0.38	0.38	0.23	0.265	0.265	0.43	52.608845949172974	41.7951021194458	17.895901679992676	104.63249659538269	103.083491563797	47.92294192314148	0.004745006561279297	0.09045791625976562	1.017199993133545	0.03758120536804199	18.187952756881714	0.0027709007263183594	0.0322415828704834	0.0019409656524658203	53.14070439338684	41.824440717697144	18.05309748649597	0.032385826110839844
product_gaussian	HS	9	0.065	0.22	0.215	0.165	0.165	0.165	0.335	0.31	0.375	0.215	0.21	0.295	0.285	0.295	0.19	0.205	0.205	0.315	0.027205882352941177	0.15246731627545582	0.14788162501634988	0.03540772532188841	0.03540772532188841	0.03540772532188841	0.3016712921663859	0.20622430028895516	0.27374437058015244	0.0861980719538859	0.18076662538655258	0.23284166020119978	0.19292912859254688	0.2379084102524282	0.08040474625432995	0.18480968695337752	0.18467373968518133	0.2606915285899549	0.065	0.22	0.215	0.165	0.165	0.165	0.335	0.31	0.375	0.215	0.21	0.295	0.285	0.295	0.19	0.205	0.205	0.315	53.40510153770447	41.813190937042236	18.637158632278442	103.38842916488647	103.14945077896118	47.67776584625244	0.0050106048583984375	0.0873711109161377	0.9734728336334229	0.04048943519592285	18.32711100578308	0.0027108192443847656	0.03354930877685547	0.0019245147705078125	53.82738280296326	41.912564754486084	18.83542275428772	0.03307223320007324
product_gaussian	SS	0	0.26	0.24	0.235	0.12	0.12	0.12	0.255	0.275	0.275	0.2	0.245	0.325	0.3	0.265	0.22	0.265	0.265	0.285	0.13588129389560444	0.16389316897791473	0.1617112772285186	0.026785714285714284	0.026785714285714284	0.026785714285714284	0.22699115277669873	0.23913374576139584	0.21070215681912716	0.08910977625222476	0.22169682616880892	0.2624686158058793	0.2308899697605838	0.19510558567935615	0.10161713286713288	0.1763971691729552	0.1763971691729552	0.21735105343403133	0.26	0.24	0.235	0.12	0.12	0.12	0.255	0.275	0.275	0.2	0.245	0.325	0.3	0.265	0.22	0.265	0.265	0.285	52.946999311447144	41.573628664016724	18.458088874816895	116.54948830604553	108.08711647987366	48.2552592754364	0.003318309783935547	0.08729171752929688	1.0071310997009277	0.03597593307495117	18.79532551765442	0.0027658939361572266	0.03411149978637695	0.0019583702087402344	53.419480323791504	41.52892065048218	18.854127645492554	0.03416872024536133
product_gaussian	SS	1	0.245	0.26	0.265	0.205	0.205	0.205	0.305	0.295	0.315	0.225	0.22	0.27	0.33	0.265	0.21	0.22	0.22	0.315	0.10825736057662941	0.1766105395959636	0.2096262593900749	0.04253112033195021	0.04253112033195021	0.04253112033195021	0.25423212766375247	0.1835753311556765	0.2064028319788049	0.11214896214896214	0.17727343416261265	0.2107834641860557	0.19595729013254787	0.15992642607584007	0.09994658466979389	0.10422496421736543	0.10422496421736543	0.18804736394154645	0.245	0.26	0.265	0.205	0.205	0.205	0.305	0.295	0.315	0.225	0.22	0.27	0.33	0.265	0.21	0.22	0.22	0.315	53.15029740333557	41.694175004959106	18.852980136871338	118.2576105594635	107.6717917919159	47.85908317565918	0.003417491912841797	0.08917856216430664	1.0326542854309082	0.03867506980895996	17.701009273529053	0.002780437469482422	0.03357100486755371	0.001964569091796875	52.772538900375366	41.65467357635498	18.575204372406006	0.03225421905517578
product_gaussian	SS	2	0.26	0.255	0.26	0.13	0.13	0.13	0.36	0.335	0.395	0.315	0.255	0.37	0.395	0.325	0.275	0.295	0.295	0.35	0.11172526660331539	0.1921837368058298	0.19685069284123252	0.028761061946902654	0.028761061946902654	0.028761061946902654	0.27584234548520264	0.27375691762000387	0.28851689462434293	0.19731451850095919	0.24149103613777528	0.24174263236763238	0.24078949875537262	0.23327462806968435	0.11656135281348089	0.16340193809391912	0.1632198376536835	0.18368905803498825	0.26	0.255	0.26	0.13	0.13	0.13	0.36	0.335	0.395	0.315	0.255	0.37	0.395	0.325	0.275	0.295	0.295	0.35	52.73846483230591	41.74687194824219	18.685110569000244	117.15341997146606	107.08677935600281	47.925620317459106	0.003448486328125	0.09139132499694824	1.016240119934082	0.03973197937011719	17.235021114349365	0.0027649402618408203	0.033457279205322266	0.0019102096557617188	52.89810800552368	41.478559494018555	18.96711826324463	0.03237175941467285
product_gaussian	SS	3	0.285	0.31	0.33	0.115	0.115	0.115	0.38	0.345	0.375	0.295	0.255	0.325	0.385	0.29	0.315	0.295	0.29	0.31	0.06749574829931973	0.15994515697197392	0.17451045456571412	0.0257847533632287	0.0257847533632287	0.0257847533632287	0.2455941548075169	0.18577294349736928	0.21005036133864302	0.08668305378831695	0.17371801362425626	0.18833979096410036	0.20627299813605796	0.08576486150015562	0.12876266505298764	0.09793264727475254	0.10333046796590467	0.11588118278523077	0.285	0.31	0.33	0.115	0.115	0.115	0.38	0.345	0.375	0.295	0.255	0.325	0.385	0.29	0.315	0.295	0.29	0.31	52.75573778152466	41.5947151184082	18.646700143814087	116.31440687179565	107.24415969848633	47.56733775138855	0.003259897232055664	0.08951926231384277	0.9936444759368896	0.03699755668640137	17.12033987045288	0.0027167797088623047	0.0327455997467041	0.001981019973754883	52.99691438674927	41.61384129524231	18.111396074295044	0.03245139122009277
product_gaussian	SS	4	0.24	0.17	0.18	0.16	0.16	0.16	0.225	0.285	0.315	0.265	0.25	0.235	0.245	0.24	0.25	0.265	0.265	0.3	0.10199789286722644	0.09078109650194592	0.096705957776339	0.034482758620689655	0.034482758620689655	0.034482758620689655	0.12309906085650621	0.14485035393467732	0.1599508405263801	0.05237154150197629	0.15908403611891986	0.12718300456702517	0.14744589232418848	0.10946012702893437	0.11809000861326444	0.12554506502862775	0.13428297193003075	0.12247804254764832	0.24	0.17	0.18	0.16	0.16	0.16	0.225	0.285	0.315	0.265	0.25	0.235	0.245	0.24	0.25	0.265	0.265	0.3	53.43313980102539	41.193718671798706	18.670308589935303	117.72675323486328	108.16666889190674	48.310181617736816	0.004486560821533203	0.08697223663330078	0.9952354431152344	0.037268638610839844	17.631199598312378	0.002766132354736328	0.033327341079711914	0.001996755599975586	53.24683117866516	42.010268449783325	18.581687688827515	0.03251385688781738
product_gaussian	SS	5	0.2	0.245	0.225	0.095	0.095	0.095	0.29	0.3	0.3	0.215	0.235	0.245	0.35	0.26	0.235	0.135	0.135	0.265	0.11549540182755388	0.20628967954895155	0.19241863727157843	0.021689497716894976	0.021689497716894976	0.021689497716894976	0.28693458443527486	0.2660992395739942	0.24377078591021345	0.07921877537761897	0.2073046913785151	0.19989509921319004	0.2522873972873973	0.20546591215962412	0.1359799861973775	0.09582030120979396	0.09582030120979396	0.20583187226089167	0.2	0.245	0.225	0.095	0.095	0.095	0.29	0.3	0.3	0.215	0.235	0.245	0.35	0.26	0.235	0.135	0.135	0.265	52.696646213531494	41.2744345664978	18.544450998306274	117.05927085876465	107.9848792552948	47.746426820755005	0.004517078399658203	0.08518481254577637	0.9926748275756836	0.03667855262756348	18.03477191925049	0.0027244091033935547	0.0342555046081543	0.0019233226776123047	52.65896391868591	41.58702373504639	18.641724824905396	0.03537797927856445
product_gaussian	SS	6	0.26	0.255	0.26	0.14	0.045	0.045	0.3	0.295	0.385	0.285	0.195	0.31	0.37	0.28	0.265	0.245	0.245	0.335	0.07099207223078617	0.17967113985849348	0.18379571898307262	0.10926209755157124	0.01076555023923445	0.01076555023923445	0.25167923144554694	0.2114656911895284	0.2770793739838846	0.14570568892085067	0.17093726313086785	0.1993128807012331	0.25224169108036854	0.1948038244552836	0.0928857233492459	0.13180788851561528	0.13191855416090237	0.21850437950121493	0.26	0.255	0.26	0.14	0.045	0.045	0.3	0.295	0.385	0.285	0.195	0.31	0.37	0.28	0.265	0.245	0.245	0.335	53.074284076690674	41.67265558242798	19.020791053771973	116.72785329818726	107.51784133911133	47.81006217002869	0.003272533416748047	0.08956789970397949	1.0246927738189697	0.03726696968078613	18.722498416900635	0.00275421142578125	0.031455278396606445	0.0019073486328125	52.94862651824951	41.598214864730835	18.633387088775635	0.032202720642089844
product_gaussian	SS	7	0.195	0.235	0.24	0.16	0.16	0.16	0.205	0.24	0.355	0.19	0.195	0.21	0.28	0.225	0.23	0.205	0.205	0.27	0.09977127205654777	0.18235665937924242	0.18871355921279162	0.034482758620689655	0.034482758620689655	0.034482758620689655	0.14944260600743853	0.17485440955140732	0.26052823540414993	0.09137164377477638	0.13664480643558868	0.1376931374563386	0.18402993515744334	0.16520907840523177	0.1376920575958633	0.14718082408401956	0.14718082408401956	0.18447734386114667	0.195	0.235	0.24	0.16	0.16	0.16	0.205	0.24	0.355	0.19	0.195	0.21	0.28	0.225	0.23	0.205	0.205	0.27	52.59751009941101	41.555636405944824	18.56156015396118	117.02666974067688	107.10128211975098	47.82971978187561	0.0034482479095458984	0.09021949768066406	0.9741466045379639	0.03839588165283203	18.83557105064392	0.0027923583984375	0.03723907470703125	0.0019297599792480469	53.08820724487305	41.826184034347534	19.105053901672363	0.032767295837402344
product_gaussian	SS	8	0.22	0.22	0.22	0.21	0.21	0.21	0.26	0.235	0.29	0.2	0.25	0.24	0.27	0.26	0.23	0.19	0.19	0.215	0.13406005881812333	0.150931652745952	0.14662195409424394	0.04338842975206612	0.04338842975206612	0.04338842975206612	0.21967759202229947	0.1724925843792832	0.24712749945515966	0.15962069980863314	0.20202066222726062	0.18965060617723595	0.19620349640027301	0.2240591406678131	0.12222490295702368	0.1320436466405803	0.13215836056126437	0.1580909142958267	0.22	0.22	0.22	0.21	0.21	0.21	0.26	0.235	0.29	0.2	0.25	0.24	0.27	0.26	0.23	0.19	0.19	0.215	53.49398374557495	41.97177767753601	17.438381671905518	117.30845808982849	108.58273839950562	47.44552993774414	0.004644155502319336	0.08428263664245605	1.008638858795166	0.03702139854431152	18.71384835243225	0.0026824474334716797	0.03215599060058594	0.0019392967224121094	53.353660106658936	41.99860095977783	18.404104709625244	0.03303384780883789
product_gaussian	SS	9	0.225	0.24	0.215	0.165	0.165	0.165	0.235	0.26	0.305	0.27	0.21	0.31	0.33	0.24	0.23	0.165	0.165	0.275	0.10125998465933136	0.17260438202851522	0.15578750517774909	0.03540772532188841	0.03540772532188841	0.03540772532188841	0.1867027754666784	0.19716901172845333	0.2276851922367299	0.125350063647936	0.18076662538655258	0.23934728634006902	0.2323941639086783	0.16180161943319837	0.13429098557345576	0.11822485626941073	0.11828187190193637	0.1969868890011558	0.225	0.24	0.215	0.165	0.165	0.165	0.235	0.26	0.305	0.27	0.21	0.31	0.33	0.24	0.23	0.165	0.165	0.275	53.19184160232544	41.6992073059082	18.758702039718628	117.74691128730774	108.65216064453125	48.09699630737305	0.004639863967895508	0.09094023704528809	0.9742109775543213	0.03723430633544922	17.987602472305298	0.003131866455078125	0.03165769577026367	0.0019822120666503906	53.21670842170715	41.0311017036438	18.568026781082153	0.033795833587646484
product_gaussian	SE	0	0.225	0.225	0.23	0.12	0.26	0.12	0.36	0.325	0.395	0.16	0.245	0.335	0.36	0.325	0.2	0.24	0.24	0.32	0.11324635117204776	0.14405576183961957	0.14599995170481989	0.026785714285714284	0.1579306329481645	0.026785714285714284	0.31478144835800215	0.2647061936365841	0.3306819597541499	0.12025482692811801	0.22169682616880892	0.29435068281585375	0.3145023381491098	0.23636925350635027	0.10649795965659953	0.13764168563894116	0.13814288852586978	0.2079213542283451	0.225	0.225	0.23	0.12	0.26	0.12	0.36	0.325	0.395	0.16	0.245	0.335	0.36	0.325	0.2	0.24	0.24	0.32	54.10155415534973	42.06451416015625	18.99099612236023	91.47709059715271	90.23896527290344	39.577595710754395	0.003249645233154297	0.08153009414672852	0.9920103549957275	0.04312252998352051	18.609079360961914	0.002412080764770508	0.03246307373046875	0.0019576549530029297	54.23768472671509	42.42581105232239	19.14875292778015	0.03347468376159668
product_gaussian	SE	1	0.21	0.21	0.2	0.205	0.205	0.205	0.325	0.285	0.365	0.175	0.22	0.3	0.345	0.295	0.245	0.215	0.215	0.295	0.07202380952380952	0.16094661755855544	0.159063804121662	0.04253112033195021	0.04253112033195021	0.04253112033195021	0.2761140885209902	0.23221842994866948	0.26387914238825794	0.12246452986638594	0.17727343416261265	0.2495302874466179	0.26543558121625777	0.202774252857218	0.07216285924834193	0.14805988184747582	0.14801408386934703	0.22323464003927812	0.21	0.21	0.2	0.205	0.205	0.205	0.325	0.285	0.365	0.175	0.22	0.3	0.345	0.295	0.245	0.215	0.215	0.295	54.25472974777222	41.93245077133179	19.093093872070312	90.8556911945343	90.6238625049591	39.42793130874634	0.003156900405883789	0.07839465141296387	0.883425235748291	0.042284250259399414	17.479002237319946	0.0024347305297851562	0.03486180305480957	0.001981496810913086	54.69310545921326	42.22591233253479	19.00862956047058	0.03367424011230469
product_gaussian	SE	2	0.35	0.305	0.3	0.13	0.13	0.13	0.365	0.375	0.43	0.3	0.255	0.38	0.39	0.3	0.325	0.305	0.31	0.355	0.16481956663408276	0.2594022934511549	0.250998943379775	0.028761061946902654	0.028761061946902654	0.028761061946902654	0.3170988475177305	0.31272881959801463	0.3525795635303191	0.2165993265467132	0.24149103613777528	0.30624618254552466	0.27455668405208733	0.18692381729345325	0.11945520781586355	0.22018241420415333	0.22191325378710558	0.25908795484477964	0.35	0.305	0.3	0.13	0.13	0.13	0.365	0.375	0.43	0.3	0.255	0.38	0.39	0.3	0.325	0.305	0.31	0.355	54.56511330604553	41.8574595451355	18.940667629241943	90.09611773490906	90.01569080352783	39.794864654541016	0.003532886505126953	0.08794903755187988	0.9982132911682129	0.052855730056762695	16.883889198303223	0.0023758411407470703	0.0323796272277832	0.0018808841705322266	54.03234004974365	42.19401669502258	18.735663652420044	0.03294944763183594
product_gaussian	SE	3	0.31	0.27	0.27	0.115	0.115	0.115	0.37	0.325	0.375	0.2	0.255	0.33	0.385	0.4	0.275	0.315	0.315	0.37	0.0862421909861669	0.16756211805861074	0.14718052576885626	0.0257847533632287	0.0257847533632287	0.0257847533632287	0.24296409601421728	0.18684300195928102	0.21881642715610575	0.13946461479418842	0.17371801362425626	0.18744174677994513	0.2056865043203278	0.22746031746031747	0.14890221064779038	0.1660934919973447	0.16569328446393877	0.20026276276276278	0.31	0.27	0.27	0.115	0.115	0.115	0.37	0.325	0.375	0.2	0.255	0.33	0.385	0.4	0.275	0.315	0.315	0.37	55.06119346618652	42.46797966957092	19.360514402389526	91.13281106948853	91.35758948326111	39.922956228256226	0.0033571720123291016	0.07810187339782715	0.9744217395782471	0.03728532791137695	16.777355194091797	0.0023751258850097656	0.0336298942565918	0.0019402503967285156	54.41752815246582	42.40144658088684	18.90109920501709	0.03546857833862305
product_gaussian	SE	4	0.28	0.24	0.245	0.16	0.16	0.16	0.255	0.24	0.29	0.23	0.25	0.29	0.25	0.26	0.255	0.255	0.26	0.295	0.09276583510261854	0.14602409901928015	0.14942778502100534	0.034482758620689655	0.034482758620689655	0.034482758620689655	0.18698178698178697	0.11623098190711163	0.14553243679582817	0.11983841026536342	0.15908403611891986	0.18063316156536496	0.13094948159958608	0.11021249535506383	0.10950083274487347	0.14230925324675325	0.14542981799447785	0.14222985080874062	0.28	0.24	0.245	0.16	0.16	0.16	0.255	0.24	0.29	0.23	0.25	0.29	0.25	0.26	0.255	0.255	0.26	0.295	53.82513785362244	42.36085081100464	19.132141828536987	90.43425631523132	89.73830652236938	39.546722650527954	0.003167867660522461	0.06686210632324219	0.9569013118743896	0.04127383232116699	17.29598069190979	0.0024297237396240234	0.031661272048950195	0.0019686222076416016	54.19340109825134	42.00890517234802	19.26363205909729	0.033521413803100586
product_gaussian	SE	5	0.245	0.21	0.215	0.095	0.095	0.095	0.265	0.29	0.275	0.11	0.19	0.32	0.33	0.26	0.24	0.195	0.195	0.315	0.14476608415135764	0.19330995520452468	0.19916145600827823	0.021689497716894976	0.021689497716894976	0.021689497716894976	0.27555816958484347	0.296043204597032	0.24636050864609718	0.11936195124390271	0.17897264665881688	0.28813301267867375	0.2870326521332572	0.21849910891577556	0.14309294400313818	0.1487071307963002	0.14941407634193704	0.2494867547500991	0.245	0.21	0.215	0.095	0.095	0.095	0.265	0.29	0.275	0.11	0.19	0.32	0.33	0.26	0.24	0.195	0.195	0.315	54.98675894737244	42.47891545295715	18.981101512908936	90.47729086875916	90.16820049285889	39.250200510025024	0.004763603210449219	0.0830841064453125	0.97243332862854	0.060922861099243164	18.21170663833618	0.002384662628173828	0.03249216079711914	0.0019404888153076172	54.45655632019043	42.217902421951294	19.07254433631897	0.032050132751464844
product_gaussian	SE	6	0.26	0.235	0.235	0.235	0.205	0.045	0.28	0.345	0.335	0.085	0.195	0.315	0.3	0.29	0.245	0.255	0.26	0.35	0.06826036866359447	0.15569263716755125	0.15486103632688086	0.14115284118362936	0.1379146887459821	0.01076555023923445	0.24846539419231478	0.2599454809521701	0.22928307511968155	0.07718233848186898	0.17093726313086785	0.2431171782285036	0.20362992961529652	0.2714620136514101	0.049796747967479675	0.1293341977264829	0.13089470284237725	0.25088066507131257	0.26	0.235	0.235	0.235	0.205	0.045	0.28	0.345	0.335	0.085	0.195	0.315	0.3	0.29	0.245	0.255	0.26	0.35	54.141586780548096	42.40072965621948	16.375439167022705	90.62057948112488	89.82005548477173	34.92385745048523	0.00435328483581543	0.0872502326965332	0.9975981712341309	0.05815768241882324	18.618807554244995	0.002393007278442383	0.03242659568786621	0.0019147396087646484	54.2380895614624	41.386664628982544	15.789137840270996	0.03292346000671387
product_gaussian	SE	7	0.23	0.195	0.205	0.16	0.16	0.16	0.285	0.315	0.285	0.145	0.195	0.275	0.315	0.275	0.23	0.215	0.22	0.275	0.1034458910944844	0.1487101580972961	0.1562107000137704	0.034482758620689655	0.034482758620689655	0.034482758620689655	0.22707773225153788	0.24827204540085474	0.2119721847919522	0.08775925386656312	0.13664480643558868	0.2166329665283694	0.24227396477406898	0.2221708175359572	0.10800983528854129	0.1474183409186379	0.15215881776714393	0.1918947793947794	0.23	0.195	0.205	0.16	0.16	0.16	0.285	0.315	0.285	0.145	0.195	0.275	0.315	0.275	0.23	0.215	0.22	0.275	53.22444033622742	41.90035843849182	18.88813281059265	90.69586610794067	87.3812026977539	38.44476819038391	0.0032508373260498047	0.08585119247436523	0.9342825412750244	0.039064645767211914	18.712706565856934	0.002403736114501953	0.03275609016418457	0.0019407272338867188	54.323089838027954	40.860870599746704	18.86437487602234	0.03182244300842285
product_gaussian	SE	8	0.32	0.26	0.27	0.21	0.21	0.21	0.335	0.35	0.365	0.245	0.255	0.295	0.325	0.29	0.29	0.28	0.28	0.34	0.2151213455113649	0.21688191302161888	0.2245802808302808	0.04338842975206612	0.04338842975206612	0.04338842975206612	0.3073575621058505	0.32075742391801076	0.3096217627067883	0.1134782037815126	0.19309114992845705	0.25131379866199954	0.26318544282138256	0.25728816531394894	0.1915130235554604	0.19080339092496695	0.19080339092496695	0.270511121109481	0.32	0.26	0.27	0.21	0.21	0.21	0.335	0.35	0.365	0.245	0.255	0.295	0.325	0.29	0.29	0.28	0.28	0.34	53.4693922996521	41.97393846511841	19.395975589752197	90.72725009918213	90.19273471832275	33.29940700531006	0.003373861312866211	0.08434176445007324	0.9949374198913574	0.03796887397766113	19.28607940673828	0.0023856163024902344	0.0341339111328125	0.0019252300262451172	53.93394112586975	42.25019574165344	19.024822235107422	0.032953500747680664
product_gaussian	SE	9	0.245	0.22	0.22	0.165	0.165	0.165	0.315	0.315	0.325	0.2	0.2	0.32	0.335	0.235	0.245	0.23	0.225	0.255	0.11369248228901574	0.14029882962180007	0.13940577349007582	0.03540772532188841	0.03540772532188841	0.03540772532188841	0.28984929553689504	0.22663938109912685	0.27322552646430276	0.11190552210667154	0.1614306761027518	0.2346252989486034	0.23805280596532405	0.1599044726130377	0.11691229907660738	0.1384111868108005	0.12454530460854518	0.15066128348852406	0.245	0.22	0.22	0.165	0.165	0.165	0.315	0.315	0.325	0.2	0.2	0.32	0.335	0.235	0.245	0.23	0.225	0.255	53.84604263305664	42.330357789993286	18.7741060256958	91.13801002502441	89.63019013404846	38.41707754135132	0.0033826828002929688	0.07947134971618652	0.9678561687469482	0.041787147521972656	17.97924494743347	0.002424955368041992	0.03306007385253906	0.0019180774688720703	54.22104597091675	42.37820649147034	18.160030126571655	0.03341078758239746
